amount,origin_country,destination_country,transaction_type,time_of_day,customer_age,account_age_days,num_prev_flags,is_high_risk_country,label
159.67,Russia,Iran,transfer,Night (22–6),78,747,0,True,1
5058.65,Germany,USA,deposit,Afternoon (12–18),35,1784,1,False,0
1886.98,USA,India,deposit,Morning (6–12),24,1248,0,False,0
3552.19,Germany,Germany,withdrawal,Evening (18–22),59,1358,0,False,0
11906.33,Germany,Russia,withdrawal,Night (22–6),57,1760,0,False,1
1433.69,Russia,India,withdrawal,Afternoon (12–18),41,374,1,True,1
2641.41,Iran,Russia,deposit,Night (22–6),31,1135,0,True,1
7043.75,Russia,USA,withdrawal,Afternoon (12–18),67,30,0,True,1
1299.03,USA,India,deposit,Night (22–6),22,196,0,False,1
400.52,Germany,Germany,withdrawal,Night (22–6),63,346,0,False,1
1710.7,Russia,Russia,deposit,Evening (18–22),71,1236,0,True,1
879.04,Russia,USA,withdrawal,Night (22–6),74,994,0,True,1
13274.75,Russia,India,withdrawal,Evening (18–22),39,927,1,True,1
8254.44,USA,Russia,deposit,Morning (6–12),75,1915,0,False,0
5017.47,Iran,Russia,withdrawal,Afternoon (12–18),39,302,0,True,1
10257.6,Russia,Germany,transfer,Evening (18–22),27,1722,1,True,1
8139.84,USA,USA,deposit,Afternoon (12–18),43,402,3,False,0
1032.48,Germany,Iran,withdrawal,Evening (18–22),32,1415,0,False,0
11154.07,India,Russia,deposit,Afternoon (12–18),55,929,0,False,1
3875.5,USA,India,withdrawal,Evening (18–22),58,230,3,False,0
8236.74,India,Germany,transfer,Afternoon (12–18),59,1245,0,False,0
11321.21,Russia,Germany,withdrawal,Morning (6–12),72,1394,0,True,1
1913.65,Russia,Russia,withdrawal,Afternoon (12–18),66,1352,0,True,1
582.96,USA,Russia,transfer,Morning (6–12),18,1559,0,False,0
1293.43,India,Russia,deposit,Morning (6–12),31,1641,1,False,0
2785.29,Russia,Iran,withdrawal,Morning (6–12),53,169,0,True,1
8519.15,Germany,Russia,withdrawal,Night (22–6),48,335,2,False,1
9856.72,Iran,USA,transfer,Afternoon (12–18),45,1249,0,True,1
34.88,Iran,India,deposit,Night (22–6),51,1114,1,True,1
3574.38,Russia,Russia,deposit,Night (22–6),52,389,0,True,1
2701.37,India,Iran,transfer,Afternoon (12–18),77,336,0,False,0
1255.84,Russia,India,transfer,Morning (6–12),56,1533,1,True,1
638.4,India,Germany,withdrawal,Night (22–6),79,362,1,False,1
2059.54,Germany,Russia,transfer,Night (22–6),40,1919,1,False,1
14315.61,India,India,transfer,Evening (18–22),63,1136,1,False,1
1951.92,Russia,Germany,transfer,Afternoon (12–18),61,363,0,True,1
3657.26,Germany,Iran,deposit,Night (22–6),36,546,1,False,1
6070.43,USA,USA,transfer,Afternoon (12–18),78,760,1,False,0
2259.87,Iran,Russia,withdrawal,Afternoon (12–18),35,953,0,True,1
17838.99,Russia,USA,withdrawal,Night (22–6),32,795,2,True,1
16410.05,Russia,Iran,withdrawal,Afternoon (12–18),78,1527,2,True,1
1450.31,Russia,India,transfer,Morning (6–12),78,1447,1,True,1
3438.3,Germany,India,deposit,Night (22–6),18,1653,0,False,1
1789.65,USA,Iran,transfer,Night (22–6),42,1774,0,False,1
1676.25,India,Iran,transfer,Night (22–6),43,1745,0,False,1
187.92,USA,Russia,withdrawal,Evening (18–22),52,1773,0,False,0
4702.46,Germany,Germany,transfer,Evening (18–22),74,814,2,False,0
3492.6,Russia,USA,deposit,Evening (18–22),32,1630,1,True,1
264.26,Iran,USA,withdrawal,Evening (18–22),21,1433,0,True,1
1633.13,Russia,India,deposit,Night (22–6),32,50,0,True,1
11944.3,India,India,deposit,Morning (6–12),59,908,3,False,1
1369.3,Iran,Russia,deposit,Afternoon (12–18),55,206,0,True,1
782.65,Russia,Iran,transfer,Afternoon (12–18),62,1416,1,True,1
3361.36,Iran,USA,transfer,Night (22–6),56,51,0,True,1
21220.18,USA,Russia,transfer,Morning (6–12),75,866,1,False,1
1385.72,Germany,India,transfer,Afternoon (12–18),79,989,0,False,0
5575.78,Russia,India,withdrawal,Morning (6–12),71,577,0,True,1
7169.44,India,USA,transfer,Night (22–6),18,279,0,False,1
1356.67,USA,India,withdrawal,Evening (18–22),39,690,0,False,0
6513.74,Russia,India,deposit,Morning (6–12),28,981,0,True,1
2292.61,USA,Germany,withdrawal,Afternoon (12–18),63,1126,0,False,0
5002.52,India,Iran,transfer,Afternoon (12–18),55,1144,0,False,0
5019.19,Russia,India,withdrawal,Afternoon (12–18),54,1229,2,True,1
3836.93,India,Germany,transfer,Evening (18–22),68,155,2,False,0
473.15,Iran,Russia,transfer,Morning (6–12),43,1257,0,True,1
9018.22,India,India,withdrawal,Morning (6–12),68,1967,0,False,0
1934.05,Iran,Russia,withdrawal,Afternoon (12–18),44,1299,0,True,1
1032.16,Russia,India,deposit,Morning (6–12),75,640,0,True,1
208.15,Iran,USA,deposit,Afternoon (12–18),30,1324,0,True,1
4468.89,Russia,Germany,deposit,Morning (6–12),24,1039,0,True,1
5659.26,Russia,Germany,deposit,Evening (18–22),25,73,1,True,1
83.63,Germany,USA,deposit,Evening (18–22),63,1787,1,False,0
3588.15,Russia,Iran,withdrawal,Night (22–6),68,1994,1,True,1
1284.12,Iran,Germany,deposit,Night (22–6),68,1662,2,True,1
5180.62,Germany,Russia,withdrawal,Night (22–6),40,577,1,False,1
958.02,Germany,Germany,deposit,Morning (6–12),43,1221,1,False,0
5871.06,Russia,Iran,transfer,Evening (18–22),61,464,0,True,1
2444.79,India,Russia,deposit,Evening (18–22),72,1083,0,False,0
13801.72,India,Russia,transfer,Evening (18–22),44,823,0,False,1
739.72,Germany,USA,withdrawal,Afternoon (12–18),26,1650,1,False,0
2085.66,Russia,India,deposit,Morning (6–12),63,386,0,True,1
602.22,India,USA,withdrawal,Morning (6–12),55,1544,1,False,0
12930.95,Russia,India,deposit,Night (22–6),64,1686,0,True,1
10491.67,Russia,USA,withdrawal,Afternoon (12–18),30,1852,0,True,1
1491.64,Germany,India,deposit,Afternoon (12–18),24,1301,1,False,0
5393.81,Germany,Germany,deposit,Evening (18–22),28,1749,0,False,0
8497.42,USA,Russia,transfer,Night (22–6),27,282,0,False,1
4050.66,India,India,withdrawal,Morning (6–12),50,814,0,False,0
3771.4,India,Germany,withdrawal,Afternoon (12–18),56,750,1,False,0
1384.39,India,Iran,withdrawal,Evening (18–22),67,1919,0,False,0
488.63,Iran,USA,withdrawal,Morning (6–12),72,1435,0,True,1
11375.62,Russia,Iran,withdrawal,Evening (18–22),20,1589,0,True,1
11533.87,Germany,Germany,transfer,Morning (6–12),58,1687,0,False,1
5013.35,India,Iran,deposit,Evening (18–22),46,766,0,False,0
2070.23,USA,Iran,transfer,Morning (6–12),54,929,1,False,0
2147.84,India,Germany,withdrawal,Night (22–6),72,1958,0,False,1
6472.33,Russia,Russia,withdrawal,Morning (6–12),73,1951,0,True,1
11370.49,Russia,India,deposit,Morning (6–12),62,1472,0,True,1
10905.66,Germany,USA,transfer,Morning (6–12),33,152,0,False,1
7567.81,Iran,India,deposit,Evening (18–22),33,1347,0,True,1
5136.55,Germany,USA,deposit,Afternoon (12–18),61,714,0,False,0
439.46,India,India,transfer,Morning (6–12),67,172,1,False,0
881.47,USA,Iran,deposit,Morning (6–12),60,1032,1,False,0
11441.15,Germany,Russia,transfer,Night (22–6),66,967,0,False,1
4662.47,Iran,Iran,transfer,Morning (6–12),24,1952,1,True,1
46.2,Germany,Russia,withdrawal,Night (22–6),32,540,0,False,1
534.98,Russia,Germany,deposit,Morning (6–12),55,1980,1,True,1
5445.81,India,USA,withdrawal,Evening (18–22),23,1734,2,False,0
25.37,India,USA,deposit,Afternoon (12–18),35,86,0,False,0
876.58,India,Germany,deposit,Afternoon (12–18),36,71,0,False,0
3978.49,India,India,withdrawal,Afternoon (12–18),69,850,0,False,0
5886.58,India,Germany,withdrawal,Evening (18–22),68,1684,0,False,0
5277.21,India,Germany,withdrawal,Night (22–6),19,1174,0,False,1
1269.75,USA,Russia,transfer,Afternoon (12–18),20,1877,1,False,0
6227.09,Iran,Germany,deposit,Evening (18–22),63,1816,1,True,1
1354.12,India,USA,transfer,Evening (18–22),71,372,0,False,0
1968.17,Iran,Iran,deposit,Morning (6–12),42,361,0,True,1
6861.79,India,Russia,deposit,Night (22–6),53,1509,0,False,1
5243.87,Germany,Russia,transfer,Evening (18–22),71,1490,0,False,0
9459.78,India,India,transfer,Night (22–6),66,370,1,False,1
5359.07,Russia,Iran,deposit,Afternoon (12–18),45,370,0,True,1
4200.22,USA,Russia,withdrawal,Afternoon (12–18),55,1469,1,False,0
491.79,Germany,Germany,withdrawal,Afternoon (12–18),45,878,0,False,0
2292.08,Germany,Russia,withdrawal,Morning (6–12),49,211,0,False,0
1540.8,Russia,Russia,withdrawal,Morning (6–12),68,1730,0,True,1
1398.5,India,Russia,deposit,Night (22–6),58,1013,2,False,1
18061.55,USA,India,withdrawal,Night (22–6),53,1317,0,False,1
2496.94,Germany,Russia,withdrawal,Morning (6–12),56,1263,1,False,0
11130.28,USA,Russia,withdrawal,Evening (18–22),53,552,0,False,1
4986.67,Germany,India,deposit,Night (22–6),60,211,0,False,1
7919.13,India,Iran,transfer,Night (22–6),71,1497,1,False,1
3492.18,Germany,USA,withdrawal,Afternoon (12–18),79,280,1,False,0
4300.78,Germany,India,deposit,Night (22–6),40,167,0,False,1
3391.47,Iran,India,deposit,Night (22–6),19,1271,0,True,1
1086.07,India,Russia,withdrawal,Evening (18–22),27,780,1,False,0
6408.81,Russia,Russia,transfer,Night (22–6),23,483,1,True,1
1647.89,Russia,USA,transfer,Evening (18–22),25,912,1,True,1
123.08,India,Russia,transfer,Afternoon (12–18),32,1902,1,False,0
5184.84,Russia,Germany,deposit,Morning (6–12),62,116,1,True,1
974.67,India,Russia,withdrawal,Afternoon (12–18),46,1863,1,False,0
14105.42,Russia,Russia,withdrawal,Evening (18–22),45,322,0,True,1
15387.81,Iran,Germany,deposit,Evening (18–22),39,121,0,True,1
12317.55,Russia,USA,withdrawal,Night (22–6),51,237,1,True,1
2311.44,Germany,Germany,withdrawal,Night (22–6),37,1257,0,False,1
77.89,India,India,transfer,Morning (6–12),50,215,2,False,0
13177.62,USA,Germany,withdrawal,Evening (18–22),32,1138,0,False,1
2794.69,USA,Iran,withdrawal,Evening (18–22),24,1880,0,False,0
17004.21,India,India,deposit,Afternoon (12–18),41,1717,2,False,1
16568.68,Iran,Russia,deposit,Morning (6–12),43,185,0,True,1
9586.94,Russia,India,transfer,Afternoon (12–18),67,322,1,True,1
1743.88,Iran,USA,deposit,Night (22–6),27,562,0,True,1
2431.46,USA,USA,transfer,Night (22–6),32,190,1,False,1
9523.63,India,Germany,transfer,Afternoon (12–18),54,1439,0,False,0
1905.73,India,India,withdrawal,Night (22–6),76,1538,1,False,1
928.59,Iran,Russia,transfer,Afternoon (12–18),41,1556,0,True,1
4068.68,Iran,USA,withdrawal,Evening (18–22),28,880,2,True,1
13756.47,Russia,Russia,transfer,Evening (18–22),57,185,0,True,1
5954.13,Germany,Iran,deposit,Night (22–6),38,172,0,False,1
4220.56,Germany,USA,deposit,Morning (6–12),57,1822,0,False,0
511.14,Russia,Germany,deposit,Evening (18–22),79,1672,1,True,1
4772.65,Germany,Iran,transfer,Night (22–6),55,1337,1,False,1
23052.85,USA,India,transfer,Morning (6–12),32,591,0,False,1
754.6,Germany,Russia,withdrawal,Night (22–6),32,64,1,False,1
3652.48,Russia,USA,withdrawal,Afternoon (12–18),54,253,1,True,1
10493.04,Germany,Iran,withdrawal,Night (22–6),62,697,3,False,1
6750.17,India,Iran,withdrawal,Afternoon (12–18),31,422,1,False,0
5970.37,Iran,USA,transfer,Evening (18–22),60,437,0,True,1
6061.44,USA,India,transfer,Evening (18–22),69,1756,0,False,0
2227.46,India,India,withdrawal,Night (22–6),38,1441,0,False,1
1737.81,India,Germany,transfer,Morning (6–12),61,1749,0,False,0
8286.87,Russia,India,transfer,Night (22–6),37,1802,0,True,1
8306.64,Iran,Germany,transfer,Night (22–6),50,326,2,True,1
10089.75,Iran,Iran,transfer,Evening (18–22),20,352,0,True,1
12223.08,USA,USA,withdrawal,Evening (18–22),57,1869,4,False,1
3580.47,Russia,India,withdrawal,Night (22–6),40,1907,0,True,1
3480.92,USA,Germany,transfer,Evening (18–22),61,1541,0,False,0
8004.75,Germany,Iran,deposit,Afternoon (12–18),64,1623,1,False,0
5248.6,India,India,withdrawal,Night (22–6),40,68,1,False,1
6052.75,USA,Russia,withdrawal,Evening (18–22),44,534,1,False,0
7943.1,India,Iran,deposit,Night (22–6),52,1556,0,False,1
11036.62,Russia,India,withdrawal,Evening (18–22),42,782,0,True,1
2062.41,Germany,Iran,deposit,Afternoon (12–18),49,1590,1,False,0
2354.68,Russia,USA,deposit,Afternoon (12–18),39,1369,2,True,1
493.48,Germany,USA,transfer,Night (22–6),25,1549,1,False,1
4317.07,Germany,USA,withdrawal,Afternoon (12–18),73,1170,0,False,0
183.02,India,Russia,deposit,Afternoon (12–18),68,1395,0,False,0
3133.03,Russia,USA,transfer,Evening (18–22),69,1935,2,True,1
3911.47,Russia,Russia,withdrawal,Night (22–6),79,269,1,True,1
1688.15,USA,USA,transfer,Evening (18–22),55,716,0,False,0
4468.16,Russia,Iran,transfer,Evening (18–22),35,1498,0,True,1
154.88,USA,India,deposit,Morning (6–12),45,1905,0,False,0
190.32,Iran,India,withdrawal,Afternoon (12–18),45,769,0,True,1
8646.76,Iran,USA,transfer,Evening (18–22),28,1026,0,True,1
2232.93,Iran,India,deposit,Evening (18–22),29,516,0,True,1
679.45,Russia,USA,deposit,Evening (18–22),72,794,0,True,1
3693.27,Russia,USA,transfer,Afternoon (12–18),19,1464,0,True,1
7348.24,USA,Germany,transfer,Afternoon (12–18),76,1945,0,False,0
1215.59,Germany,Germany,deposit,Afternoon (12–18),54,652,0,False,0
4876.1,USA,Germany,transfer,Night (22–6),77,1806,0,False,1
446.06,Iran,Russia,transfer,Evening (18–22),21,765,0,True,1
265.33,USA,Germany,withdrawal,Afternoon (12–18),58,327,0,False,0
3789.54,Germany,USA,deposit,Evening (18–22),62,1105,1,False,0
3889.55,Russia,Iran,transfer,Night (22–6),62,762,0,True,1
5072.69,USA,Germany,deposit,Morning (6–12),64,1030,0,False,0
6474.8,Iran,Germany,withdrawal,Night (22–6),51,333,0,True,1
18617.79,Iran,Iran,deposit,Afternoon (12–18),40,1341,1,True,1
3631.46,Russia,USA,deposit,Afternoon (12–18),30,693,0,True,1
1950.1,USA,Russia,deposit,Night (22–6),24,928,0,False,1
7928.27,Germany,Germany,withdrawal,Evening (18–22),49,1171,0,False,0
1579.26,Russia,Iran,withdrawal,Afternoon (12–18),40,1976,0,True,1
2889.92,USA,USA,deposit,Afternoon (12–18),66,1477,1,False,0
408.53,India,India,deposit,Night (22–6),25,820,0,False,1
128.39,Iran,Russia,withdrawal,Evening (18–22),67,676,1,True,1
16436.9,Germany,Iran,transfer,Night (22–6),64,238,1,False,1
9038.84,Germany,Iran,withdrawal,Night (22–6),64,1180,0,False,1
5953.21,Germany,Iran,deposit,Evening (18–22),54,1346,0,False,0
2629.3,Iran,Germany,transfer,Evening (18–22),51,548,1,True,1
951.53,USA,India,transfer,Morning (6–12),65,1275,0,False,0
850.6,Russia,Russia,transfer,Night (22–6),46,106,1,True,1
1440.03,USA,USA,withdrawal,Evening (18–22),54,367,0,False,0
3983.95,Russia,USA,withdrawal,Afternoon (12–18),40,892,2,True,1
6269.25,Germany,India,withdrawal,Morning (6–12),55,1843,1,False,0
5396.95,USA,Iran,withdrawal,Night (22–6),46,1899,1,False,1
1642.06,Germany,Iran,deposit,Evening (18–22),61,1903,0,False,0
15490.52,India,Iran,transfer,Morning (6–12),22,1792,0,False,1
6695.09,Germany,Iran,deposit,Morning (6–12),69,942,1,False,0
4041.15,Germany,Iran,withdrawal,Afternoon (12–18),57,1328,0,False,0
4730.15,Russia,India,withdrawal,Morning (6–12),28,1916,0,True,1
2720.19,India,Germany,deposit,Night (22–6),31,836,2,False,1
1423.31,Germany,Russia,transfer,Evening (18–22),73,1170,1,False,0
2200.07,Germany,Iran,transfer,Morning (6–12),66,1345,1,False,0
7090.91,India,Germany,withdrawal,Morning (6–12),59,1324,0,False,0
72.49,India,USA,withdrawal,Night (22–6),19,1500,0,False,1
616.9,USA,India,withdrawal,Afternoon (12–18),52,1210,0,False,0
235.47,Russia,Germany,withdrawal,Afternoon (12–18),62,601,0,True,1
207.91,India,Iran,transfer,Evening (18–22),66,1237,1,False,0
9671.02,India,Iran,deposit,Night (22–6),76,453,2,False,1
6081.2,Iran,Iran,transfer,Afternoon (12–18),52,1709,0,True,1
3213.92,India,Germany,deposit,Evening (18–22),59,702,1,False,0
514.78,Russia,Iran,withdrawal,Evening (18–22),45,1654,2,True,1
3382.59,Germany,Germany,withdrawal,Afternoon (12–18),25,1069,0,False,0
3207.25,Germany,Iran,deposit,Night (22–6),49,955,2,False,1
950.97,Germany,USA,withdrawal,Morning (6–12),21,1814,0,False,0
2844.5,Germany,USA,transfer,Afternoon (12–18),62,127,1,False,0
2541.68,Iran,Russia,withdrawal,Morning (6–12),78,1669,0,True,1
4783.61,India,Iran,withdrawal,Morning (6–12),24,329,0,False,0
5040.57,Germany,Iran,withdrawal,Night (22–6),56,776,0,False,1
231.81,USA,Germany,withdrawal,Night (22–6),65,1475,0,False,1
2346.92,Germany,Germany,transfer,Evening (18–22),44,1360,4,False,0
4915.62,India,Iran,deposit,Night (22–6),54,303,3,False,1
3497.2,Germany,Russia,withdrawal,Evening (18–22),77,290,0,False,0
9706.75,Iran,Iran,withdrawal,Afternoon (12–18),34,1292,0,True,1
5374.87,Russia,Germany,transfer,Morning (6–12),27,965,0,True,1
889.26,Russia,Iran,transfer,Night (22–6),21,1827,1,True,1
365.91,India,Germany,transfer,Afternoon (12–18),40,361,1,False,0
5141.97,Russia,Iran,withdrawal,Evening (18–22),31,144,1,True,1
134.35,Russia,India,deposit,Night (22–6),22,297,0,True,1
4406.74,USA,Germany,transfer,Morning (6–12),19,41,0,False,0
14086.28,India,Russia,transfer,Afternoon (12–18),63,102,1,False,1
4283.91,India,India,transfer,Night (22–6),41,1045,1,False,1
2456.5,Russia,Iran,deposit,Night (22–6),35,903,1,True,1
5154.14,Russia,Germany,withdrawal,Afternoon (12–18),44,435,1,True,1
3064.78,Russia,India,withdrawal,Evening (18–22),41,1870,1,True,1
3944.07,Iran,Russia,withdrawal,Evening (18–22),46,207,2,True,1
14190.64,Germany,Germany,transfer,Night (22–6),28,801,0,False,1
2439.64,Iran,India,withdrawal,Evening (18–22),65,975,1,True,1
16245.46,India,India,transfer,Evening (18–22),35,1312,0,False,1
11787.88,USA,India,deposit,Afternoon (12–18),76,429,0,False,1
1089.48,Germany,USA,deposit,Evening (18–22),65,299,0,False,0
359.42,USA,Iran,withdrawal,Evening (18–22),70,1885,0,False,0
531.13,India,Germany,transfer,Afternoon (12–18),21,1685,0,False,0
91.95,India,Germany,transfer,Night (22–6),50,1734,1,False,1
496.03,USA,Germany,withdrawal,Night (22–6),31,515,0,False,1
5744.37,USA,India,deposit,Afternoon (12–18),61,1633,1,False,0
369.25,USA,Iran,deposit,Morning (6–12),73,88,1,False,0
1920.79,India,Russia,deposit,Afternoon (12–18),59,671,0,False,0
9317.63,Russia,Germany,deposit,Morning (6–12),49,916,0,True,1
117.74,USA,Iran,deposit,Evening (18–22),77,295,2,False,0
8422.65,Germany,Iran,withdrawal,Night (22–6),68,104,0,False,1
1655.42,India,USA,withdrawal,Morning (6–12),78,1143,0,False,0
628.75,Iran,Germany,withdrawal,Morning (6–12),21,534,0,True,1
5965.78,Iran,India,deposit,Evening (18–22),37,386,0,True,1
4957.0,Germany,Iran,deposit,Night (22–6),38,183,1,False,1
10497.08,Russia,Iran,withdrawal,Evening (18–22),20,1953,0,True,1
6641.47,USA,Russia,withdrawal,Night (22–6),42,1271,1,False,1
8134.98,India,USA,deposit,Night (22–6),21,515,0,False,1
1656.67,USA,Iran,transfer,Evening (18–22),79,1593,0,False,0
976.67,India,Iran,withdrawal,Morning (6–12),75,1183,0,False,0
6943.78,Iran,India,deposit,Afternoon (12–18),64,95,0,True,1
8221.05,USA,India,deposit,Night (22–6),28,1197,1,False,1
23285.02,Germany,Russia,withdrawal,Night (22–6),33,409,1,False,1
2660.4,Russia,Russia,transfer,Afternoon (12–18),76,1366,0,True,1
2326.22,Germany,Russia,deposit,Afternoon (12–18),53,436,0,False,0
7489.77,Russia,India,withdrawal,Evening (18–22),23,1460,1,True,1
2083.67,USA,India,deposit,Night (22–6),48,306,1,False,1
13350.69,USA,USA,deposit,Evening (18–22),57,644,1,False,1
